line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr     10^53 g cm2/s

105  0.154302295541963E+08   11.940712  4.328609  4.363759  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1597  4.363759   -8.027  1.283559  7.679916  0.6509834E-02  0.9798063E+00  8.6448489E-05  2.3729559E-05  8.1355231E-03  1.2390098E-04  1.7951078E-07  3.4805203E-10  1.7970889E-03  1.1438114E-05  4.135E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.047188  0.0000000E+00  0.0000000000E+00
106  0.154420826167544E+08   11.940600  4.329016  4.365172  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1592  4.365172   -8.025  1.298628  7.682449  0.5243792E-02  0.9810727E+00  8.8558693E-05  2.4321261E-05  8.1329651E-03  1.2328956E-04  1.7238644E-07  3.4618437E-10  1.7968261E-03  1.2231833E-05  4.105E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.047233  0.0000000E+00  0.0000000000E+00
107  0.154546446475402E+08   11.940480  4.333066  4.368108  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1592  4.368108   -8.015  1.322202  7.689601  0.3943020E-02  0.9823738E+00  9.0652201E-05  2.4908685E-05  8.1305084E-03  1.2258887E-04  1.6667257E-07  3.4299049E-10  1.7965472E-03  1.3235076E-05  4.073E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.047676  0.0000000E+00  0.0000000000E+00
108  0.154672066783260E+08   11.940357  4.337366  4.372518  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1567  4.372518   -8.003  1.353706  7.699292  0.2654154E-02  0.9836630E+00  9.2972793E-05  2.5548410E-05  8.1278265E-03  1.2177836E-04  1.6133744E-07  3.3947275E-10  1.7962572E-03  1.4541167E-05  4.041E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.048151  0.0000000E+00  0.0000000000E+00
109  0.154811644903102E+08   11.940215  4.345337  4.380053  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1514  4.380053   -7.982  1.410488  7.716260  0.1301630E-02  0.9850162E+00  9.6776185E-05  2.6615750E-05  8.1231631E-03  1.2073118E-04  1.5450380E-07  3.3189357E-10  1.7959305E-03  1.6434867E-05  4.005E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049043  0.0000000E+00  0.0000000000E+00
110  0.154980534428111E+08   11.940028  4.366350  4.395663  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0646  4.395663   -7.928  1.680581  7.776422  0.2554852E-04  0.9862954E+00  1.1343651E-04  3.1107739E-05  8.1001286E-03  1.1933298E-04  1.4846291E-07  2.7327883E-10  1.7955834E-03  1.9510424E-05  3.957E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.051476  0.0000000E+00  0.0000000000E+00
111  0.154996948815005E+08   11.940009  4.361738  4.394200  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.394200   -7.936  1.765853  7.782922  0.8342499E-06  0.9863207E+00  1.1701586E-04  3.1966463E-05  8.0950691E-03  1.1928434E-04  1.5247875E-07  2.3940993E-10  1.7955757E-03  1.9715336E-05  3.951E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.050932  0.0000000E+00  0.0000000000E+00
112  0.155005156008451E+08   11.940000  4.357744  4.392535  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.392535   -7.947  1.807598  7.783931  0.7797817E-07  0.9863216E+00  1.1737779E-04  3.2015117E-05  8.0945962E-03  1.1928247E-04  1.5310003E-07  2.2894250E-10  1.7955755E-03  1.9729090E-05  3.948E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.050466  0.0000000E+00  0.0000000000E+00
113  0.155013363201898E+08   11.939991  4.352977  4.390239  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.390239   -7.959  1.847698  7.785266  0.6545563E-08  0.9863216E+00  1.1741829E-04  3.2017272E-05  8.0945473E-03  1.1928229E-04  1.5317532E-07  2.2491835E-10  1.7955755E-03  1.9730490E-05  3.945E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049915  0.0000000E+00  0.0000000000E+00
114  0.155021570395345E+08   11.939982  4.349776  4.388035  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.388035   -7.972  1.885540  7.786676  0.4895285E-09  0.9863216E+00  1.1742207E-04  3.2017410E-05  8.0945430E-03  1.1928228E-04  1.5318214E-07  2.2439099E-10  1.7955755E-03  1.9730613E-05  3.942E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049548  0.0000000E+00  0.0000000000E+00
115  0.155027315430758E+08   11.939976  4.347397  4.386216  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.386216   -7.974  1.911163  7.787801  0.4651507E-10  0.9863216E+00  1.1742238E-04  3.2017419E-05  8.0945427E-03  1.1928228E-04  1.5318265E-07  2.2434894E-10  1.7955755E-03  1.9730622E-05  3.939E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049278  0.0000000E+00  0.0000000000E+00
116  0.155033060466170E+08   11.939970  4.346214  4.384534  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.384534   -7.981  1.936597  7.789361  0.4035954E-11  0.9863216E+00  1.1742241E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434465E-10  1.7955755E-03  1.9730623E-05  3.937E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049144  0.0000000E+00  0.0000000000E+00
117  0.155038805501583E+08   11.939964  4.345450  4.382742  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.382742   -7.982  1.962895  7.791870  0.3121917E-12  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434424E-10  1.7955755E-03  1.9730623E-05  3.935E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049057  0.0000000E+00  0.0000000000E+00
118  0.155050295572408E+08   11.939952  4.345196  4.378898  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.378898   -7.985  2.010718  7.795781  0.1374255E-14  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.931E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049029  0.0000000E+00  0.0000000000E+00
119  0.155056040607821E+08   11.939946  4.345673  4.376892  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.376892   -7.983  2.034601  7.798342  0.7788796E-16  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.929E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049082  0.0000000E+00  0.0000000000E+00
120  0.155067530678647E+08   11.939934  4.346994  4.372589  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.372589   -7.982  2.080297  7.803476  0.1775108E-18  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.924E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049232  0.0000000E+00  0.0000000000E+00
121  0.155073275714059E+08   11.939928  4.347788  4.370323  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.370323   -7.981  2.102135  7.806008  0.7158914E-20  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.922E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049322  0.0000000E+00  0.0000000000E+00
122  0.155084765784885E+08   11.939916  4.349629  4.365635  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.365635   -7.979  2.144454  7.811242  0.8265494E-23  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.918E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049532  0.0000000E+00  0.0000000000E+00
123  0.155090510820297E+08   11.939910  4.350623  4.363210  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.363210   -7.977  2.165001  7.813941  0.2360147E-24  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.916E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049645  0.0000000E+00  0.0000000000E+00
124  0.155096255855710E+08   11.939904  4.351694  4.360756  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.360756   -7.976  2.185193  7.816701  0.5988322E-26  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.913E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049768  0.0000000E+00  0.0000000000E+00
125  0.155107745926535E+08   11.939892  4.353969  4.355741  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.355741   -7.972  2.224656  7.822422  0.2683566E-29  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.909E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.050029  0.0000000E+00  0.0000000000E+00
126  0.155113490961948E+08   11.939886  4.355205  4.353202  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.353202   -7.970  2.243954  7.825372  0.4722649E-31  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.907E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.050172  0.0000000E+00  0.0000000000E+00
127  0.155124981032773E+08   11.939873  4.357835  4.348068  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.348068   -7.965  2.281964  7.831548  0.9963886E-35  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.903E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.050477  0.0000000E+00  0.0000000000E+00
128  0.155130726068186E+08   11.939867  4.359182  4.345462  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.345462   -7.963  2.300559  7.834689  0.1191621E-36  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.900E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.050634  0.0000000E+00  0.0000000000E+00
129  0.155142216139012E+08   11.939854  4.361955  4.340189  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.340189   -7.958  2.337070  7.841109  0.1146368E-40  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.896E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.050958  0.0000000E+00  0.0000000000E+00
130  0.155147961174424E+08   11.939848  4.363341  4.337510  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.337510   -7.955  2.356252  7.844418  0.9155151E-43  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.894E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.051121  0.0000000E+00  0.0000000000E+00
131  0.155153706209837E+08   11.939842  4.364776  4.334826  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.334826   -7.952  2.374212  7.847833  0.6438329E-45  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.892E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.051290  0.0000000E+00  0.0000000000E+00
132  0.155165196280662E+08   11.939829  4.367713  4.329470  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.329470   -7.946  2.409237  7.854583  0.2196635E-49  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.887E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.051638  0.0000000E+00  0.0000000000E+00
133  0.155170941316075E+08   11.939822  4.369175  4.326787  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.326787   -7.942  2.426667  7.858114  0.1062377E-51  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.885E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.051812  0.0000000E+00  0.0000000000E+00
134  0.155182431386901E+08   11.939809  4.371870  4.321347  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.321347   -7.936  2.460932  7.865219  0.1683629E-56  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.881E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.052135  0.0000000E+00  0.0000000000E+00
135  0.155188176422313E+08   11.939802  4.373120  4.318599  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.318599   -7.933  2.477865  7.868838  0.5513389E-59  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.879E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.052285  0.0000000E+00  0.0000000000E+00
136  0.155199666493139E+08   11.939789  4.375524  4.313077  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.313077   -7.927  2.511059  7.876029  0.3980457E-64  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.875E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.052576  0.0000000E+00  0.0000000000E+00
137  0.155205411528551E+08   11.939782  4.376588  4.310275  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.310275   -7.924  2.527532  7.879714  0.8753331E-67  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.872E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.052705  0.0000000E+00  0.0000000000E+00
138  0.155211156563964E+08   11.939775  4.377562  4.307448  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.307448   -7.922  2.543862  7.883417  0.1680035E-69  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.870E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.052823  0.0000000E+00  0.0000000000E+00
139  0.155222646634790E+08   11.939761  4.379282  4.301718  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.301718   -7.917  2.575994  7.890810  0.0000000E+00  0.9863216E+00  1.1742242E-04  3.2017420E-05  8.0945427E-03  1.1928228E-04  1.5318271E-07  2.2434420E-10  1.7955755E-03  1.9730623E-05  3.866E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.053033  0.0000000E+00  0.0000000000E+00
140  0.155228391670202E+08   11.939754  4.380035  4.298811  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.298811   -7.915  2.591954  7.894583  0.0000000E+00  0.9863216E+00  1.1742345E-04  3.1999693E-05  8.0945349E-03  1.1930412E-04  1.5318550E-07  2.2353153E-10  1.7955752E-03  1.9730626E-05  3.863E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.053125  0.0000000E+00  0.0000000000E+00
141  0.155239881741028E+08   11.939740  4.381450  4.292909  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.292909   -7.910  2.623415  7.902123  0.0000000E+00  0.9863216E+00  1.1742661E-04  3.1947460E-05  8.0945132E-03  1.1936849E-04  1.5319411E-07  2.2083104E-10  1.7955745E-03  1.9730637E-05  3.855E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.053298  0.0000000E+00  0.0000000000E+00
142  0.155245626776440E+08   11.939733  4.382051  4.289911  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.289911   -7.908  2.638931  7.905893  0.0000000E+00  0.9863216E+00  1.1742892E-04  3.1910368E-05  8.0944984E-03  1.1941420E-04  1.5320048E-07  2.1873355E-10  1.7955740E-03  1.9730645E-05  3.851E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.053372  0.0000000E+00  0.0000000000E+00
143  0.155257116847266E+08   11.939718  4.383119  4.283826  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.283826   -7.904  2.669815  7.913582  0.0000000E+00  0.9863216E+00  1.1743562E-04  3.1805436E-05  8.0944576E-03  1.1954356E-04  1.5321933E-07  2.1234372E-10  1.7955725E-03  1.9730667E-05  3.840E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.053503  0.0000000E+00  0.0000000000E+00
144  0.155262861882678E+08   11.939711  4.383570  4.280728  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.280728   -7.902  2.685177  7.917492  0.0000000E+00  0.9863216E+00  1.1744043E-04  3.1731837E-05  8.0944294E-03  1.1963430E-04  1.5323309E-07  2.0758125E-10  1.7955714E-03  1.9730682E-05  3.833E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.053559  0.0000000E+00  0.0000000000E+00
145  0.155268606918091E+08   11.939704  4.383976  4.277580  0.7200000E+00  0.2659559E+00  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0000  4.277580   -7.899  2.700338  7.921357  0.0000000E+00  0.9863215E+00  1.1744655E-04  3.1639193E-05  8.0943942E-03  1.1974856E-04  1.5325091E-07  2.0138174E-10  1.7955701E-03  1.9730702E-05  3.826E-07  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.053609  0.0000000E+00  0.0000000000E+00
